//path taken
(4,27,8,n)
(4,26,8,n)
(4,25,8,n)
(4,24,8,n)
(4,23,8,e)
(4,23,9,n)
(4,22,9,n)
(4,21,9,3)
(3,21,9,n)
(3,20,9,e)
(3,20,10,n)
(3,19,10,n)
(3,18,10,e)
(3,18,11,e)
(3,18,12,n)
(3,17,12,e)
(3,17,13,e)
(3,17,14,n)
(3,16,14,e)
(3,16,15,n)
(3,15,15,e)
(3,15,16,e)
(3,15,17,e)
(3,15,18,e)
(3,15,19,e)
(3,15,20,e)
(3,15,21,n)
(3,14,21,e)
(3,14,22,e)
(3,14,23,2)
(2,14,23,n)
(2,13,23,n)
(2,12,23,n)
(2,11,23,n)
(2,10,23,e)
(2,10,24,n)
(2,9,24,n)
(2,8,24,n)
(2,7,24,n)
(2,6,24,n)
(2,5,24,e)
(2,5,25,e)
(2,5,26,n)
(2,4,26,n)
(2,3,26,w)
(2,3,25,1)
(1,3,25,e)
(1,3,26,s)
(1,4,26,s)
(1,5,26,e)
(1,5,27,s)
(1,6,27,e)
(1,6,28,s)
(1,7,28,s)
(1,8,28,w)
