//path taken
(6,690,119,e)
(6,690,120,s)
(6,691,120,3)
(3,691,120,e)
(3,691,121,s)
(3,692,121,e)
(3,692,122,s)
(3,693,122,s)
(3,694,122,s)
(3,695,122,s)
(3,696,122,s)
(3,697,122,s)
(3,698,122,s)
(3,699,122,e)
(3,699,123,s)
(3,700,123,e)
(3,700,124,e)
(3,700,125,s)
(3,701,125,e)
(3,701,126,e)
(3,701,127,s)
(3,702,127,s)
(3,703,127,s)
(3,704,127,e)
(3,704,128,s)
(3,705,128,e)
(3,705,129,s)
(3,706,129,s)
(3,707,129,s)
(3,708,129,s)
(3,709,129,s)
(3,710,129,s)
(3,711,129,s)
(3,712,129,s)
(3,713,129,0)
(0,713,129,s)
(0,714,129,s)
(0,715,129,s)
(0,716,129,s)
(0,717,129,s)
(0,718,129,s)
(0,719,129,s)
(0,720,129,e)
(0,720,130,s)
(0,721,130,s)
(0,722,130,s)
(0,723,130,s)
(0,724,130,s)
(0,725,130,s)
(0,726,130,e)
(0,726,131,s)
(0,727,131,s)
(0,728,131,s)
(0,729,131,s)
(0,730,131,s)
(0,731,131,e)
(0,731,132,e)
(0,731,133,e)
(0,731,134,s)
(0,732,134,s)
(0,733,134,s)
(0,734,134,s)
(0,735,134,s)
(0,736,134,4)
(4,736,134,s)
(4,737,134,s)
(4,738,134,e)
(4,738,135,s)
(4,739,135,e)
(4,739,136,s)
(4,740,136,s)
(4,741,136,s)
(4,742,136,s)
(4,743,136,s)
(4,744,136,s)
(4,745,136,s)
(4,746,136,s)
(4,747,136,e)
(4,747,137,e)
(4,747,138,e)
(4,747,139,e)
(4,747,140,e)
(4,747,141,e)
(4,747,142,e)
(4,747,143,s)
(4,748,143,s)
(4,749,143,s)
(4,750,143,s)
(4,751,143,e)
(4,751,144,s)
(4,752,144,s)
(4,753,144,s)
(4,754,144,s)
(4,755,144,s)
(4,756,144,s)
(4,757,144,s)
(4,758,144,s)
(4,759,144,s)
(4,760,144,e)
(4,760,145,e)
(4,760,146,e)
(4,760,147,s)
(4,761,147,s)
(4,762,147,s)
(4,763,147,s)
(4,764,147,s)
(4,765,147,s)
